,index,Location_Coordinates,Location,Hospital_Name,State,District
2994,5956,"23.6036268, 72.9639461","Shivam Complex, Near St Stand, Himatnagar",Palak Eye Hospital and Phacomulsification Centre,Gujarat,Sabar kantha
2995,5957,"23.5931032, 72.9594673",Arogyanagar Himmatnagar,Parth Surgical Hospital - Himmatnagar,Gujarat,Sabar kantha
2996,5959,"23.6036268, 72.9639461","C/O. Nirali Hospital, Akashganga Complex, Near Bus Stand, Himmatnagar",Pragati Surgical Hospital,Gujarat,Sabar kantha
2997,5960,"23.6036268, 72.9639461","B/H Mehta Petrol Pump, Girdhranagar, Himmatnagar",Pranam Hospital,Gujarat,Sabar kantha
2998,5961,"22.6040927, 70.9429761","Arogyanagar, Near Bus Stand",Prathana Hospital,Gujarat,Sabar kantha
2999,5962,"23.6036268, 72.9639461","1St Floor, Gurukrupa Complex, Near Maheta Petrol Pump, Highway Road, Himmatnagar",Prerna Ent Hospital,Gujarat,Sabar kantha
3000,5963,"23.6036268, 72.9639461","OppositeSales Tax Office, Near S.T.Bus Stand, Himatnagar",Raj Surgical Hospital,Gujarat,Sabar kantha
3001,5964,"23.6036268, 72.9639461","Saibaba Complex,Arogyanagar,Himatnagar",Sanjeevani Heart and Medicare,Gujarat,Sabar kantha
3002,5965,"23.5931032, 72.9594673","Arogyanagar, Himmatnagar",Sannidhya Ent Hospital,Gujarat,Sabar kantha
3003,5966,"23.5931032, 72.9594673","Arogyanagar, Himmatnagar",Satyam Hospital,Gujarat,Sabar kantha
3004,5967,"23.5931032, 72.9594673","Arogyanagar, Himmatnagar",Shivam Orthopadic Hospital,Gujarat,Sabar kantha
3005,5970,"23.6036268, 72.9639461","Girdharnagar, Near Railway Overbridge, Opposite Mehta Petrol Pump, Himmatnagar",Uma Maternity Home and Surgical Hospital,Gujarat,Sabar kantha
3006,5971,"23.6036268, 72.9639461","""Upkar""1St Floor,Nr.Mehta Petrol Pump & Railway Crossing,Girdharnagar,Himatnagar",Upkar Hospital,Gujarat,Sabar kantha
3007,5972,"19.5674683, 74.6483767",Opposite S.T Stand Himat Nagar,Vardaan Women Hospital,Gujarat,Sabar kantha
3008,5973,"23.6036268, 72.9639461","B/H Mehta Petrol Pump, Himmatnagar",Vasudha Hospital,Gujarat,Sabar kantha
3009,5974,"21.2040626, 72.8402932","Opp S.T.Bus Stand, Near Bus Stand",Vrindavan Eye Hospital,Gujarat,Sabar kantha
3010,5975,"23.6036268, 72.9639461","Manggalam Complex, Nr. Mehta Petrol Pump, Himatnagar",Yash Children Hospital,Gujarat,Sabar kantha
3011,5982,"23.7633469, 73.2440996","1St Floor, Raj City Plaza, Dholvani Three Road, Bhiloda",Drashti Hospital,Gujarat,Sabar kantha
3012,5983,"23.7633469, 73.2440996",Narsoli Road Lati Bazzar Bhiloda,Jeevandhara Multi Speciality Hospital,Gujarat,Sabar kantha
3013,5984,"23.7633469, 73.2440996","Kailash Complex, Opposite Lic Office, Bhiloda",Maitri Hospital and Maternity Home,Gujarat,Sabar kantha
3014,5985,"23.7633469, 73.2440996","1St Floor, Shivam Complex, Opposite Cottage Hospital, At Post and Ta: Bhiloda",Mamta Hospital,Gujarat,Sabar kantha
3015,5986,"23.7633469, 73.2440996","Dholwani Cross Road, Bhiloda",Mira Surgical Hospital,Gujarat,Sabar kantha
3016,5987,"23.7633469, 73.2440996","Shamlaji Road, Bhiloda",Navchetan Heart and Medical Hospital,Gujarat,Sabar kantha
3017,5988,"23.7633469, 73.2440996","Opposite Taluka Panchayat, Bhiloda",Sarvoday Hospital,Gujarat,Sabar kantha
3018,5991,"24.0290993, 73.0434794","Anand Shopping Centre, Laxmipura Char Rasta, Khedbrahma",Jivanjyot Hospital,Gujarat,Sabar kantha
3019,5994,"23.4679548, 73.113084","Gujarat State Highway 145, Ranasan",Anjali Hospital,Gujarat,Sabar kantha
3020,5996,"23.1642673, 72.8101887","Chc Rakhiyal,Ta Dahegam",Chc Rakhiyal,Gujarat,Sabar kantha
3021,6002,"21.1435001, 72.8475029","1St Floor, Kaival Comlex",Chirag Hospital,Gujarat,Sabar kantha
3022,6015,"20.0238247, 75.1618345","Ellora Shopping Center, Meghraj Rd, Modasa",Modasa Surgical Hospital,Gujarat,Sabar kantha
3023,6049,"23.8352353, 73.0043675",Nr. Laxmi Cinema Shreenagar Idar,Astha Surgical Hospital and Kalayan Uro-Leproscopy C,Gujarat,Sabar kantha
3024,6066,"23.8984992, 73.1246338","Samuhik Arogya Kendra, Chorivad",Chc Chorivad,Gujarat,Sabar kantha
3025,6067,"22.9912897, 72.3755085","Navdurga Complex, Bavla Road, Nr.Gadhiya Cross Roads, Sanand",Sanand Hospital and Trauma Centre,Gujarat,Ahmedabad
3026,6068,"22.9912897, 72.3755085","Sanand Bavla Road, Sanand",Sanand Janta Multispeciality Hospital,Gujarat,Ahmedabad
3027,6074,"21.2381096, 72.8483831","Kesar Bhavani Complex,1St Floor,Above Sandhya Restaurant,OppositeAmroli Police Chowki,Amroli Char Rasta,Amroli",Gandhi Prasutigruh and General Surgical Hospital,Gujarat,Surat
3028,6075,"21.2537597, 72.840152","1/2,Chirag Shopping Centre,Nr.Reliance Petrolpump,Chhaprabhatha Road,Amroli",Shraddha Multispeciality Hospital,Gujarat,Surat
3029,6077,"21.2570719, 73.3030715","At-Areth,Ta-Mandvi",C.H.C.Areth,Gujarat,Surat
3030,6079,"21.3401369, 72.7553918","At. Kim, Tal. Olpad",Sadhna Kutir Hospital,Gujarat,Surat
3031,6080,"21.1702401, 72.8310607",Kosamba East,Ameera Polyclinic And Nursing Home Kosamba,Gujarat,Surat
3032,6083,"21.3401369, 72.7553918","At-Sayan,Ta-Olpad",C.H.C.Sayan,Gujarat,Surat
3033,6084,"21.3178692, 72.8812268",At & Po. Sayan,Jeevan Raksha Hospital,Gujarat,Surat
3034,6085,"21.2570719, 73.3030715","At-Mandvi,Ta-Mandvi",C.H.C.Mandvi,Gujarat,Surat
3035,6087,"21.2570719, 73.3030715",Mandvi,Pushoak Hospital,Gujarat,Surat
3036,6088,"24.3310019, 72.8516531","Ambaji Naka,Ganesh Nagar Soc.,Mandvi",Pushpak Hospital,Gujarat,Surat
3037,6091,"21.0822847, 72.9870234",Navapara Main Road,Yesha Clinic,Gujarat,Surat
3038,6109,"21.0177694, 73.1404768","At-Mahuva,Ta-Mahuva",C.H.C.Mahuva,Gujarat,Surat
3039,6113,"21.1624598, 72.9631341","Kadodra Char Rasta, -Bardoli Road",Mody General Hospital,Gujarat,Surat
3040,6116,"21.2261984, 72.8042769",Tal. Nizar . Tapi,Chc Nizar,Gujarat,Surat
3041,6121,"21.3401369, 72.7553918",Karshanpura.At-Olpad,C.H.C.Olpad,Gujarat,Surat
3042,6122,"21.1159219, 73.1086232","Limda Chowk,Bardoli",C.H.C.Bardoli,Gujarat,Surat
3043,6123,"21.123773, 73.105734",Mahatma Gandhi Road Barrodli,Dr Gandhi Orthopaedic Accident And Dental Care Ce,Gujarat,Surat
3044,6124,"21.1245384, 73.1091606","Hirachand Nagar, Opposite Sai Darshan Appartment, Station Road, Bardoli",Jyoti Medical Hospital,Gujarat,Surat
3045,6125,"21.1282469, 73.1116957","""Sanskruti"" Shashtri Road, Bardoli",Naisargee Medical Hospital,Gujarat,Surat
3046,6126,"21.125749, 73.1121168",Bardoli,Sardar Smark Hospital,Gujarat,Surat
3047,6127,"21.125749, 73.1121168","Patidar Jin, Near Vamdot School,Gandhi Road,Bardoli",Shivjyoti Hospital,Gujarat,Surat
3048,6128,"21.125749, 73.1121168","Sardar Bag, Bardoli",Shree Sardar Smarak Hospital (Trust Hospital),Gujarat,Surat
3049,6132,"21.166359, 73.5645054","Referral Hospital/Samuhik Aarogya Kendra, Songadh",Chc Songadh,Gujarat,Surat
3050,6133,"21.1702401, 72.8310607",Fort. Songadh,Dhiraj Hospital,Gujarat,Surat
3051,6135,"21.166359, 73.5645054",Opp Vaishali Cinema National Highway 6 Fort Songadh,Sanjeevani Children Hospital,Gujarat,Surat
3052,6136,"21.166359, 73.5645054","Station Road, Ford Songadh, Tapi",Sarthak Hospital,Gujarat,Surat
3053,6137,"21.1679633, 72.817191","47, Sweety Society, Nr, Uma Bhavan, Bhatar Road",Aayush Medi Care Hospital and Cardiac Center,Gujarat,Surat
3054,6142,"21.1810934, 72.8172696","22-23, Swagat Complex, Next To Mehta Park, Opp Sneh Milan Garden, Majura Gate",Bhavin Eye Hospital,Gujarat,Surat
3055,6144,"21.125749, 73.1121168","Sanskruti, OppositeNagar Palika Baug, Shastri Road, Bardoli",Devanshi Surgical Hospital,Gujarat,Surat
3056,6149,"21.2053907, 72.8360221","3Rd Floor, Sadhana Hospital Building, Unapani Road",Gopi Ortho and Children Hospital,Gujarat,Surat
3057,6150,"21.1857466, 72.8620946","14-Jay Jalaram Nagar-1, Dumbhal Road, Nr.Parvat Patiya",Kalp Medical Hospital,Gujarat,Surat
3058,6156,"21.1901099, 72.8139369","Makai Pool, Nanpura",Nupur General Hospital,Gujarat,Surat
3059,6157,"21.1736437, 72.8175808","Krishna Complex, Bhattar Road",Park Nursing Home and Diagnostic Clinic (P) Ltd,Gujarat,Surat
3060,6159,"21.1657144, 72.8131963",11 Atop Nagar Socitety Opp Citizen Tower Near Bhatar Char Rasta Bhatar Road,Purnima Clinic,Gujarat,Surat
3061,6161,"21.1822289, 72.8189558","501/A, Kashi Plaza, Majura Gatem",Retina Clinic,Gujarat,Surat
3062,6162,"21.1822289, 72.8189558","601-602, Kashi Plaza, Majura Gate",Sai Anjali Ent-Head and Neck Hospital,Gujarat,Surat
3063,6163,"21.1702401, 72.8310607",Athwa Lines,Shivam Orthopaedic Hospital,Gujarat,Surat
3064,6166,"21.1865492, 72.8108703","401, Jolly Plaza, Athwagate",Shreeji Retina Clinic and Eye Hospital,Gujarat,Surat
3065,6168,"21.1831146, 72.8195315",Swaminarayan Complex.OppositeMajuragate Ring Road,Shreyash Hspital,Gujarat,Surat
3066,6172,"21.1832575, 72.8302061","Udhana Darwaja, Ring Road",Trupti Heart and Medical Hospital,Gujarat,Surat
3067,6173,"21.1810934, 72.8172696","Plot No 7&8, Harrinagar Majura Gate, Harrinagar Majura Gate",Vasan Eye Care Hospital,Gujarat,Surat
3068,6175,"21.1760496, 72.8112542","F-16, Jolly Sqare, Ram Chowk, Ghod Dod Road",Vidya Eye Hospital,Gujarat,Surat
3069,6177,"21.2174566, 72.8664993",Varachha Road,Vrindavan Hospital,Gujarat,Surat
3070,6179,"21.2067365, 72.7970535","101, Pramukh Chamber, Near Tadwadi Circle, Rander Rd",Aastha Surgical Hospital,Gujarat,Surat
3071,6180,"21.1810934, 72.8172696","Beside Kshetrapal Mandir, Rajeshree Hall Road, Majura Gate",Advance Surat Traumatology and Orthopaedic Surgery Hospital / Asutosh Hospital,Gujarat,Surat
3072,6182,"21.1875979, 72.8309166",Rustampura,Ashish Eye Hospital,Gujarat,Surat
3073,6184,"21.1893737, 72.8716113","B-44, G H B, Police Chowki Road, Pandesara",Auc General Hospital and Maternity,Gujarat,Surat
3074,6187,"21.1850329, 72.8200548","C-150,Shankheswar Complex SagrampuraKailashnagar",Gastro Care (Gastro Intenstinal Endoscopy Centre),Gujarat,Surat
3075,6188,"21.1850329, 72.8200548","Shankeshwar Complex, Majuragate",Girish Group Of Hospital Pvt Ltd.,Gujarat,Surat
3076,6190,"21.1702401, 72.8310607",Dawer Chambers,Keshvi Eye Hospital and Phaco Surgery Center,Gujarat,Surat
3077,6191,"21.1850329, 72.8200548","144-147,Shankheshwar Complex, Majuragate Road",Ketan Children Hospital,Gujarat,Surat
3078,6198,"21.1858486, 72.8108681",Athwa Gate Circle,"Quality Care India Ltd, Care Hospital",Gujarat,Surat
3079,6201,"21.1845355, 72.826014","4Th Floor, Swagat Apartment, Anavil Sheri, Sagrampura",Santkrupa Hospital - Surat,Gujarat,Surat
3080,6207,"21.1810934, 72.8172696","2/1933, Majura Gate",Smt. Dipika and Dr. Hasmukhlal C Vankawala,Gujarat,Surat
3081,6209,"21.1817579, 72.8194213",Kailash Nagar,Suikruti Eye Hospital,Gujarat,Surat
3082,6211,"21.1832575, 72.8302061",Udhana Daravaja Ring Road,Surat Health Service Pvt Ltd,Gujarat,Surat
3083,6213,"21.1532119, 72.8324403","Saibaba Nagar, Pandesara",Verma Children Hospital,Gujarat,Surat
3084,6218,"21.1662155, 72.8134493","Raj Complex, Bhatar Road",Amruta Hospital,Gujarat,Surat
3085,6220,"21.2040691, 72.8309644",Rampura Main Road,Ashaktashram Hospital,Gujarat,Surat
3086,6232,"21.2797966, 72.947533",Kholvad,Dinbandhu Hospital,Gujarat,Surat
3087,6238,"21.1833233, 72.8235278","6-10-11, 3Rd Floor, Jash Point, Kshertrapal Mandir, Kailash Nagar, Sagrampura",Genesis Hospital and Maternity Home,Gujarat,Surat
3088,6239,"21.1702401, 72.8310607","Rampura, Chhada-Ole",Hajee A M Lockhat and Dr A M Moolla Sarvajanik Hos,Gujarat,Surat
3089,6246,"21.2115196, 72.8642866","Shreeji Complex, Hirabaug Circle, Varachha Road",Jivandeep Hospital,Gujarat,Surat
3090,6251,"21.1812405, 72.8169467","Majura Gate, Ringroad",Medical College,Gujarat,Surat
3091,6257,"21.1810934, 72.8172696","246 Shankheshwar Complex, Opp Raymond Showroom, Majura Gate",Netrang Eye Hospital and Laser Centre,Gujarat,Surat
3092,6260,"18.4087934, 76.5603828","Sutmill Road, Singal Camp, Latur",Nilangekar Hospital,Gujarat,Surat
3093,6262,"23.0263517, 72.5819013","801-803, Oaram Doctor House, Near Resham Bhavan, Lal Darwaja",Param Neonatal and Paediatric Intensive Care Unit,Gujarat,Surat
3094,6270,"28.703577, 77.0768908","No. D-18, Shalimar Complex Station Road",Rishabh Surgical Hospital,Gujarat,Surat
3095,6272,"21.2043727, 72.8264859","1St Floor, Manohar Complex, Opposite Pumping Station, Saiyedpura",Rujul Childrens Hospital,Gujarat,Surat
3096,6273,"21.2066813, 72.8295196",Rampura Road,S D V S Ashaktashram Hospital,Gujarat,Surat
3097,6275,"21.2145776, 72.8608043","1St Floor,Doctor House",Sandhya Hospital and Maternity Home,Gujarat,Surat
3098,6277,"21.2174566, 72.8664993",Varachha Road,Sanskar Children Hospital,Gujarat,Surat
3099,6279,"23.0263517, 72.5819013","Doctor House, 4Th Floor, Unapani Road, Nr Lalit Petrol Pump Lal Darwaja",Shah Hospital,Gujarat,Surat
3100,6280,"21.1983807, 72.8263146",Balaji Road,Sheth P.T Surat General Hospital,Gujarat,Surat
3101,6286,"19.1821571, 72.9711731","National Plaza, Station Road",Shreyans Ano-Rectal and Day-Care Hospital,Gujarat,Surat
3102,6287,"21.2065958, 72.828595",Rampura Road,Smt. Rasilaben Sevantilal Shah Venus Hospital - Surat,Gujarat,Surat
3103,6292,"21.2065627, 72.8376764","702, Param Doctor House, Nr Resham Bhawan, Lal Darwaja, Station Road",Unnati Orthopedic Hospital and Joint Replacement Cen,Gujarat,Surat
3104,6297,"22.3071588, 73.1812187","Shahid Vijay Complex,Near Baroda Pristage, Varachha Road",Ankur Children Hospital and Neonatal Nursery,Gujarat,Surat
3105,6299,"22.396428, 114.109497","H.K.Complex,E Green Lines,People Bank Char Rasta,Katargam Main Road",Harikrishna Life Line Pvt Ltd Hospital,Gujarat,Surat
3106,6300,"21.2060429, 72.8376932","104, Ayush Doctor House, Lal Darwaja Road",Jivani Orthopaedic Arthoscopy and Joint Replacement Centre,Gujarat,Surat
3107,6303,"21.2279079, 72.8188754",40/41 Eshwar Nagar Society Singanpor Char Rasta Ved Road,Mother Care Surgical Hospital,Gujarat,Surat
3108,6310,"21.1840628, 72.8318419","Near Parag House,Udhana Darwaja",Dhameliya Kidney Hospital and Lithotripsy Centre,Gujarat,Surat
3109,6311,"21.2067365, 72.7970535","10, Pramukh Chambers,Tadwani Crossing Rander Road",Lady Care Hospital,Gujarat,Surat
3110,6316,"21.2254245, 72.789645","Mora Bhagal, Rander Road",Paritosh Clinic,Gujarat,Surat
3111,6319,"21.217173, 72.861348","2Nd Floor, 14 / Hans Society, Baroda Pristage Varachha Road",Shree Krishna Hospital,Gujarat,Surat
3112,6320,"21.2468063, 72.851423","20, Mansarovar Shopping Centre, Amroli Sayan Road, Nr Mansarovar Circle, Amroli",Shrushti General Hospital,Gujarat,Surat
3113,6329,"22.3071588, 73.1812187",2 Nd Floor.Above Maheshwar Medical Store.Near Baroda Pristage.Varchharoad,Shree Nandan Eye Hospital,Gujarat,Surat
3114,6331,"21.2181249, 72.8610626",Hira Baug,Sneh Children Hospital,Gujarat,Surat
3115,6334,"19.229882, 72.8546175","17-26, Samarth Park,Near Archana School,Pune - Bombay Market Road",Varachha General Hospital,Gujarat,Surat
3116,6349,"21.1850967, 72.812215","2Nd Floor, Ornate HouseAthwa Gate , Ring Road",Tender Touch Childrens Hospital and Neonatal Unit,Gujarat,Surat
3117,6353,"21.2162797, 72.8408792",Sumul Dairy Road,Shani Children HospitalandDental Hospital,Gujarat,Surat
3118,6354,"21.2119353, 72.839808","83, Sardarnagar Society, Sumul Dairy Rd",Surbhi Hospital and Materanity Home,Gujarat,Surat
3119,6362,"21.1953229, 72.802727","5, Kalpna Society, Adajan Road",Bhadra Memorial Eye Institute,Gujarat,Surat
3120,6366,"21.194156, 72.8002079","G-10,11, Muktanand Nagar, 1St Floor, Sardar Circle, Rander Adajan Road, Adajan",Dr. Edibam Hospital,Gujarat,Surat
3121,6375,"21.2010102, 72.7824428","216-219. Green Plaza, L P Savani School Circle, Adajan",Medicare Hospital and Icu,Gujarat,Surat
3122,6378,"21.1996499, 72.8050902","Ratan Park Apartment, Adajan Patia, Rander Road",Parijat Medical Hospital,Gujarat,Surat
3123,6381,"21.215191, 72.794051","4-5-6, Mahalaxmi Society, Palanpur Patia,Rander Road",Pinak Hospital,Gujarat,Surat
3124,6382,"21.1921832, 72.7999741","M-15, Mahan Terrace, Adajan Road",Prarthana Maternity and Nursing Home,Gujarat,Surat
3125,6389,"21.1990215, 72.8070596","6, Sugam Society Adajan Patia,Dhanmora Complex",Smit Surgical Hospital,Gujarat,Surat
3126,6390,"21.1986338, 72.7884861","206-210, Green Plaza,L-P. Sawani Circle, Honey Park Rd,Adajan",Spanee Hospital,Gujarat,Surat
3127,6392,"21.2140233, 72.7922814","M/9-10, Silver Plaza, Palanpur Patia, Rander Road",Tanmay Arthroscopy and Sports Medicine Centre,Gujarat,Surat
3128,6397,"21.2035904, 72.8669523","2Nd Floor, Geeta Nagar, Parvat Patia",Grace General Hospital,Gujarat,Surat
3129,6398,"19.9713889, 73.748883","2Nd Floor, Pramukh Doctor House",Gupta Medical Hospital and Icu,Gujarat,Surat
3130,6401,"21.1930853, 72.8869156","Kadodara Road, Saroli, Saroli",Shri Bhartimalya Memorial Foundation (Bharat Cancer Hospital and Nirali Memorial Radiation Centre),Gujarat,Surat
3131,6406,"21.1810934, 72.8172696",Besides Kailasnagar Jain Temple Majura Gate,Setu Surgical Hospital,Gujarat,Surat
3132,6407,"21.1618314, 72.8120345","Mahalaxmi Complex,Bhatar Char Rasta,Althan Road",Vivek Nursing Home,Gujarat,Surat
3133,6408,"21.019562, 73.1393861","At-Anaval,Ta-Mahuva",C.H.C.Anaval,Gujarat,Surat
3134,6409,"3.5951956, 98.6722227","Nr - Ntm High School, Opp - Mela Nu Medan",Akshardeep Orthopaedic Hospital,Gujarat,Surendranagar
3135,6411,"22.7201319, 71.649536",C J Hospital,C J Hospital,Gujarat,Surendranagar
3136,6413,"22.7201319, 71.649536",Opp Mai Mandir,Dr Jyotin S Shah Nursing Home,Gujarat,Surendranagar
3137,6415,"28.66065, 77.1478159",Near Milan Cinema Main Road,Eye Hospital,Gujarat,Surendranagar
3138,6421,"22.7201319, 71.649536",Opp - C.J. Hospital,Raj Meternity and Surgical Hospital,Gujarat,Surendranagar
3139,6424,"22.7201319, 71.649536",S T Stand,Shree Mahatma Gandhi Smarak General Hospital(Civil),Gujarat,Surendranagar
3140,6428,"22.7261901, 71.6328257",Mai Mandir Road,Unique Cardiac Care,Gujarat,Surendranagar
3141,6429,"32.490749, 74.5445889",Opposite R.P.P. Girls High School,Verma Eye Hospital,Gujarat,Surendranagar
3142,6431,"45.4654219, 9.1859243",Near Milan Cinema,Dr H B Jhala Eye Hospital,Gujarat,Surendranagar
3143,6432,"22.7201319, 71.649536",Nr Bus Stand,Jivan Jyot Hospital,Gujarat,Surendranagar
3144,6433,"22.7125523, 71.63828",Joravarnagar,Sava Hospital,Gujarat,Surendranagar
3145,6436,"22.9982622, 71.4570615","10,Friend`S Society,S.T.Road,Dhrangadhra",Jaina Maternity and Nursing Home,Gujarat,Surendranagar
3146,6437,"22.9832248, 71.474461","Bhavani Bhuvan, Zala Road, Dhrangadhra",Om Surgical and Nursing Home,Gujarat,Surendranagar
3147,6438,"22.9832248, 71.474461","Navyug Road, Nr New Vagetable Market, Dhrangadhra",Ved Hospital and Maternity Home,Gujarat,Surendranagar
3148,6439,"22.7201319, 71.649536","Green Chowk, Limdi",Parth Meternity And Nursing Home,Gujarat,Surendranagar
3149,6441,"22.5761472, 71.2009861",At & Post Thangadh,Chc Thangadh,Gujarat,Surendranagar
3150,6443,"21.1103655, 73.3896117","2Nd Floor, Anjali Chamber, Vyara",Adarsh Children Hospital,Gujarat,Tapi
3151,6444,"21.1106041, 73.4050075","Kanpura, Vyara",Bhulabhai Jivanji Patel Vaidkiya Trust,Gujarat,Tapi
3152,6448,"21.1125619, 73.3885526",Vyara,Kalidas Hospital,Gujarat,Tapi
3153,6453,"43.2303514, 27.8897429","1 St Floor, B/104 Vyara",Nishta,Gujarat,Tapi
3154,6454,"21.1702401, 72.8310607",Surat Dhuliya Road Vyara,Sanjivani Hospital,Gujarat,Tapi
3155,6455,"21.1125619, 73.3885526",Vyara,Shreeji Eye Hospital,Gujarat,Tapi
3156,6460,"20.9311603, 73.7772032",Subir,Sanjivani Hospital,Gujarat,Dang
3157,6473,"22.30124, 73.1976482","2Nd Floor, Innova House, Opposite Brahman Sabha Hall,Dandia Bazar",Aditya Oral And Maxillofacial Clinic,Gujarat,Vadodara
3158,6478,"37.7749295, -122.4194155","Sf/2, Kapiraj Complex, Opposite Panchratna Building, Subhanpura Road",Anya Ent Hospital,Gujarat,Vadodara
3159,6479,"22.30124, 73.1976482","102, Shri Dutt House, Op. Badamadi Baug,Dandia Bazar",Arihant Clinic,Gujarat,Vadodara
3160,6482,"7.103312, 125.7188463","Samal Bechar's Pole,Near Ambematamandeir,M.G. Road, Mandavi",B.M.Parikh Foundation Trust,Gujarat,Vadodara
3161,6484,"22.3018128, 73.2009079","15,Navrang Complex,Raopura",Baroda Eye Institute,Gujarat,Vadodara
3162,6491,"22.3027535, 73.2021766","Mahajan Gali, Raopura",Chintamani Orthopaedic Hospital,Gujarat,Vadodara
3163,6492,"22.30124, 73.1976482","Opposite Lakdipul, Dandia Bazar",Chiplonkar Eye Hospital,Gujarat,Vadodara
3164,6494,"22.3015694, 73.1998489","Pratap Road, Dandia Bazar",City Heart Centre,Gujarat,Vadodara
3165,6496,"22.3015694, 73.1998489","Ami Sadan, Pratap Rd. Dandia Bazar",City Surgical Hospital,Gujarat,Vadodara
3166,6498,"22.1323391, 73.4121277",Dabhoi,Dabhoi Life Line Hospital,Gujarat,Vadodara
3167,6500,"22.2742572, 73.1884402",Devpushp Complex Tulsidham Cruss Road Manjalpur,Devpushp Meternity and Lapruscopy Hospital,Gujarat,Vadodara
3168,6501,"22.3036529, 73.3985737","Piparia, Tal- Waghodia",Dhiraj General Hospital,Gujarat,Vadodara
3169,6502,"22.3033187, 73.2002291","Near G P O, Raopura",Dhvani Ent Hospital,Gujarat,Vadodara
3170,6504,"22.3015694, 73.1998489",Opp: Brahmansabha Hall Pratap Road Dandia Bazar,Dr Br Patel Hospital,Gujarat,Vadodara
3171,6506,"22.30124, 73.1976482","Sainath Tower Kharivav, Gpo Road, Dandia Bazar",Dr Kalpit Baxi Orthopaedic Hospital,Gujarat,Vadodara
3172,6507,"22.3066529, 73.1958506","Salaltwada, Haribhakti Complex, Vinoba Bhave Road",Dr Thakorbhai V Patel Eye Institute and Sheth M L Vaduwala E,Gujarat,Vadodara
3173,6508,"22.3016759, 73.2136861","Bajwada, Khatri Pole",Dr Y T Chandarana,Gujarat,Vadodara
3174,6509,"22.3027535, 73.2021766","Mahajans Lane, Raopura",Dr. Anand Sudalkars Eye Clinic And Retinal Laser Centre,Gujarat,Vadodara
3175,6512,"22.3071588, 73.1812187",Nea Manukrao Akhada,Dr. Dandekar Eye Clinic And Surgery Centre,Gujarat,Vadodara
